DATE,PRCP
1/7/2011,0
6/20/2015,0.23
7/27/2014,0
4/10/2016,0
9/13/1988,0
11/6/2014,0.58
2/20/2017,0.55
7/21/2012,0
4/17/2020,0
5/6/2009,0
8/8/2011,0
12/24/2014,0
3/29/2017,0.03
7/20/1990,0
2/16/2010,0
1/1/2021,0
3/11/1996,0
10/25/2010,0
12/3/2018,0
3/13/2020,0
10/30/2015,0
3/24/1995,0
2/11/2018,0.02
9/4/2020,0
3/25/2009,0
3/8/2018,0
9/6/2008,0
9/21/2017,0
7/6/1989,1.05
5/29/2018,0
11/30/2018,0
6/6/1994,0
1/10/2010,0
11/13/1988,0
1/26/2020,0.01
8/11/2020,0
3/9/2011,0.01
10/30/2017,0
9/1/2019,0
1/22/1992,0
11/16/2019,0
1/25/2008,0
2/22/2018,0.03
4/22/1998,0
3/12/2019,0
5/24/2011,0
5/15/2012,0
6/22/2012,0.11
4/5/2009,0
3/27/2012,0
9/3/2019,0
7/26/2010,0
1/18/2020,0
2/12/2020,0.01
5/31/2017,
6/20/2016,0
11/4/2019,0
4/2/2020,0
7/23/2014,0
1/25/2015,0
5/22/2017,0.35
3/18/2020,0.01
6/4/2018,0
11/22/2009,0
11/6/1988,0
7/1/2009,0
5/26/2020,0.36
3/8/2009,0
7/14/2020,0
11/15/1991,0
3/13/2016,0
9/29/2014,0.01
3/5/2017,0.88
1/2/2020,0.36
6/3/2019,0
7/22/1990,0
9/19/1995,0
12/15/2013,0
7/28/2011,0
10/14/2013,0
5/11/1992,0
5/26/1993,0
5/27/2013,0
11/12/2014,0.02
8/6/2016,0
12/16/2016,0.05
9/20/2018,0
8/16/2016,0.53
2/21/1990,2.31
9/1/1990,0
2/19/2016,0
9/28/1995,0
2/24/1993,
1/26/1992,0.73
4/16/1992,0
3/24/2014,0.09
3/31/2011,0
7/22/2015,0
12/6/2016,0
5/23/2019,0
4/15/2016,0
10/9/2016,0
1/30/2013,0
8/27/2016,0
1/22/2014,0
10/20/2009,0
1/15/2021,0
6/14/2017,0
4/28/1996,0
2/27/2010,0
9/11/2012,0
2/9/2017,0
4/17/2018,0
9/14/1996,
8/31/2012,0
4/25/1989,0
8/2/2015,0
1/1/2016,
1/31/2017,0
1/10/1998,0
11/7/2014,0.33
7/30/1996,0
12/17/2020,0
8/31/1995,0.06
11/24/2015,0
7/7/2017,0.11
8/6/1994,0
9/1/1996,
11/5/2009,0
7/13/2017,0
7/3/2019,0
2/9/2019,0
5/30/2018,0
6/16/2010,0
2/2/2020,0
1/14/2018,0
10/1/2018,0.13
1/1/1995,0
7/11/2018,0
6/24/2009,0
1/6/2019,0
7/3/2010,0.01
9/21/2020,0.17
10/3/2010,0
4/11/2008,0
9/21/2011,0
5/5/2015,0
8/4/1994,0.3
5/11/2009,0
10/18/2018,0.03
2/13/1997,0
3/9/2013,0
6/1/2019,0
12/16/2007,0.04
1/9/2008,0
11/11/2012,0
8/12/1997,0
12/18/1990,0.18
5/6/2010,0
1/29/2015,0
1/20/2014,0
2/25/2014,0
11/16/2016,0
7/1/2020,0
1/8/1995,0
10/11/2014,0
3/18/2017,0
12/4/2010,0
5/2/2014,0.01
10/7/2019,0
1/6/2014,0
5/24/2016,0
3/1/2018,0
12/12/2013,0
8/1/2016,0
9/18/2016,0
2/10/1994,0
7/11/2014,0.64
1/13/2021,0
10/26/2015,0.05
2/12/2021,0.02
11/27/2014,0
9/18/2019,0
4/18/2018,0
3/4/2019,0.03
3/11/2009,0
1/27/1993,0
10/21/2018,0.05
12/15/2007,0.01
11/5/2013,0
8/24/2018,0
10/31/2013,0.01
8/19/2010,0
12/11/2014,0
1/8/2015,0
6/29/1994,0
6/24/2017,0
10/14/1988,0
3/27/2014,0.08
1/4/2021,0
4/11/2010,0
8/22/1990,0
7/15/2019,0
12/23/2016,0.16
11/4/2018,0
11/24/2014,0
11/15/2016,0
1/21/2012,0
2/27/2016,0
2/20/2008,0
7/16/2020,0
7/14/1989,0
1/26/2015,0
6/1/2016,0.32
4/6/2015,0
2/8/2018,0.11
11/18/1993,0
4/1/1996,0
11/25/1996,0
11/10/2013,0
12/1/2013,0
1/5/2021,0
1/25/2020,0
11/27/1995,0
11/5/1989,0
5/29/2017,2.48
2/19/2016,0
3/30/2015,0
1/17/1998,0
9/17/2012,0.71
4/7/2015,0
8/31/2019,0
4/21/1997,0
8/3/2010,0
12/23/2010,0
8/15/2015,0
4/22/1990,0
5/6/1998,0
6/9/2014,0
6/25/2018,0.09
5/21/2015,0
5/11/2019,0.02
6/28/2020,0
1/5/2011,0.02
12/28/2012,0.03
12/19/2008,0
6/28/2019,0
10/5/2009,0.07
3/19/1997,0
10/17/2020,0.05
12/23/2020,0
8/8/2013,0
5/5/2013,0
10/30/2014,0
3/1/2009,0
6/16/2019,0
6/5/2008,0
9/13/2017,0
9/19/2020,0
5/20/2016,1.02
3/22/2011,0
4/13/2010,0.09
4/30/2014,0
7/20/2014,0
6/30/2017,0
5/30/2019,0
3/27/2018,0
8/29/2019,0
11/24/2020,0
11/12/2013,0
1/5/1992,0.28
8/22/2019,0
11/30/2016,0
1/27/2017,0
3/27/2017,0
5/24/2010,0
1/30/2009,0
10/7/2015,0
3/31/2011,0
7/12/2011,0
11/19/1988,0
8/23/1994,0
10/6/2010,0
7/29/2019,0
1/3/1992,0
7/20/2020,0
11/4/2016,0
3/1/2019,0.02
2/28/2016,0
1/25/2015,0
3/3/1998,0
12/22/2007,0
4/14/2011,0
8/25/2017,0.52
5/7/2015,0
1/14/2018,0
11/17/1994,0
2/13/1994,0
10/2/2009,0
1/5/2021,0
7/6/1994,0
12/10/2016,0
3/9/2017,0.37
11/9/2014,0
12/13/2014,0
5/16/2017,0
6/7/1992,
1/23/2018,0
5/7/2011,0
10/29/1992,0
7/3/2015,0
10/16/2015,0
7/11/1997,0
5/10/2016,0.12
4/27/2008,0
4/15/2015,1.14
2/15/2016,0
6/9/1992,0
12/28/2016,0.01
6/15/2014,0
7/26/2018,0
11/7/1996,0.1
7/18/2017,0.01
1/23/2014,0
2/10/2016,0
1/8/2020,0
9/24/2011,0
9/28/1997,0
7/9/1995,0
1/24/2014,0.08
10/3/2020,0
9/13/2011,0
10/25/1991,0
7/26/2015,0
3/2/1992,0
1/9/2012,0.4
4/29/2010,0
11/17/2018,0
3/1/2018,0
9/24/1990,0
7/1/2019,0
11/7/2020,0
10/13/2011,
3/4/1998,0
4/2/2012,0.6
3/19/2012,0.02
2/22/2015,0
8/6/2015,0
11/19/2013,0
4/25/2015,0.08
8/29/2019,0
1/27/2020,0
11/16/2019,0
1/21/2021,0.04
2/12/2018,0.01
2/23/2014,0
4/17/2011,0
11/22/2013,0
3/21/2014,0
9/7/2011,0
3/31/2012,0
11/30/2018,0
1/4/2018,0
7/31/2019,0
3/3/2010,0
3/29/2017,0.03
1/18/2013,0
1/12/1989,0.01
11/19/2008,0
10/5/1991,0
8/20/2014,0
1/11/1990,0
10/10/2010,0
2/27/2017,0
4/20/2015,0
7/28/2013,0
2/21/2020,0.19
7/6/2017,0
6/13/1994,0.3
3/28/2009,0
1/18/2011,0
6/24/2019,0
10/15/2015,0
4/5/2015,0.15
3/15/2016,0
1/18/2017,0.05
10/13/2017,0
1/23/2018,0
4/16/2011,0
3/20/1993,0
2/16/1997,0
8/27/2019,0
8/17/2020,0
12/14/2015,0.05
1/19/2020,0.01
12/6/2020,0.12
3/6/2015,0
5/8/2019,0
11/21/2013,0
12/14/2016,0
6/11/2014,0
9/23/2015,0
4/7/2019,0.02
7/19/2012,0
2/4/2013,0
11/19/2017,0
10/12/2008,0
6/9/2010,0.57
11/30/1992,0.27
12/23/2013,0
11/8/2015,0.95
2/12/2010,0.15
1/17/2015,0
11/1/2013,0.53
12/21/2017,0
11/10/1993,0
5/3/2017,0
7/31/2017,0
1/16/2020,0
8/15/2017,0
6/24/1994,0
2/20/2019,0.04
9/26/2008,0
2/10/2020,0
8/2/2017,0
4/16/2010,0
2/20/2016,0
7/18/2009,0
10/11/2016,0
10/25/2016,0
10/5/2008,0
4/4/1996,0
10/18/2009,0
2/28/2011,0.02
8/9/1992,0
4/11/2009,0
3/26/2014,0.14
9/20/2013,0.45
11/20/2019,0
6/17/2016,0
2/28/2017,0
1/2/1997,0
1/17/1990,0
3/1/2011,0
9/9/2018,0
3/15/2020,0
7/13/1991,0
9/18/1991,0
10/12/2019,0
2/23/2014,0
7/14/2015,0
12/16/2011,0.02
4/9/2015,0
3/25/1993,0
5/30/1997,0
5/3/2015,0
12/22/1989,0
7/30/2010,0
12/4/2013,0
2/4/2017,
4/20/2019,0
2/8/2017,0.02
12/3/2016,0.02
8/31/1993,0
7/16/1996,0
9/9/2019,0
1/10/2020,0
10/8/2010,0
6/29/2019,0
12/20/1989,0
8/23/1997,0
11/8/1988,0
4/7/2011,0
10/13/1992,0
5/15/2014,0
4/2/2016,0
10/15/2008,0.02
12/7/2009,0
4/21/2016,0
8/5/1996,0
3/24/2014,0.13
10/7/2008,0
6/21/2017,0
5/26/2017,0
4/16/1989,0
10/5/2016,0
8/30/2020,0
1/6/2018,0
3/8/2019,0.02
7/20/2009,0
7/29/2013,0
10/18/2015,0
9/13/2010,0.02
9/10/2011,0
8/23/2014,0
12/27/2015,0
6/24/2017,0.3
11/10/2017,0.04
8/27/2018,0
10/20/2008,0
9/18/2010,0.2
11/26/2017,0.01
3/27/2014,0.11
8/3/2019,0
1/31/2016,0
4/12/1994,0.12
10/9/2019,0
9/2/2020,0
1/25/1993,0
8/14/1990,0
5/22/1993,0
1/1/2011,0
4/13/2019,0
5/9/1998,0
9/19/2009,0
8/19/2015,0
10/18/2016,0
10/10/2017,0
